PersonId,Guid,District,CouncilDistrict,FirstName,LastName,Gender,Title,Party,Active,PhotoURL,FacebookURL,TwitterURL,TwitterHandle,InstagramURL,InstagramHandle,Website,Email,DistrictOfficeAddress,DistrictOfficeCity,DistrictOfficeState,DistrictOfficeZip,DistrictOfficePhone,DistrictOfficeFax,LegislativeOfficeAddress,LegislativeOfficeCity,LegislativeOfficeState,LegislativeOfficeZip,LegislativeOfficePhone,LegislativeOfficeFax,Version,LastUpdatedUTC
7747,742016AA-4C2C-42F4-8584-0F8F5138B9AC,41,NYCC41,Alicka,Ampry-Samuel,Female,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-41.jpg,https://www.facebook.com/alicka.amprysamuel,https://twitter.com/alickasamuel,alickasamuel,https://www.instagram.com/alicka_ampry_samuel41/,alicka_ampry_samuel41,https://council.nyc.gov/district-41,Asamuel@council.nyc.gov,"1757 Union Street, (2nd Floor), 11213",Brooklyn,NY,11213,718-953-3097,718-953-3276,250 Broadway - 18th Floor - Suite 1841,New York,NY,10007,212-788-7387 ,,AAAAAOXMt4w=,2017-12-05T15:38:22.943
7623,9F6F5B60-5BF2-4A37-99D1-428AB048687F,42,NYCC42,Inez,Barron,Female,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-42.jpg,,,,,,https://council.nyc.gov/district-42,Ibarron@council.nyc.gov,718 Pennsylvania Avenue,Brooklyn,NY,11207,718-649-9495,718-649-3111,250 Broadway - 18th Floor - Suite 1823,New York ,NY,10007,212-788-6957,,AAAAAOXsA2U=,2015-08-25T15:57:04.463
7748,1E0534E6-E64E-4984-B560-E28D046F6834,43,NYCC43,Justin,Brannan,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-43.jpg,https://www.facebook.com/JustinBrannan,https://twitter.com/JustinBrannan,JustinBrannan,https://www.instagram.com/justin.brannan/,justin.brannan,https://council.nyc.gov/district-43,JBrannan@council.nyc.gov,8018 5th Avenue,Brooklyn,NY,11209,718-748-5200,347-578-7717,250 Broadway - 17th Floor - Suite 1776,New York,NY,10007,212-788-7363,,AAAAAOXXFEY=,2017-12-05T15:39:04.24
7749,9529746E-868E-4DE6-BCF0-45B0DFE7DE91,44,NYCC44,Kalman,Yeger,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-44.jpg,https://www.facebook.com/kalman.yeger,https://twitter.com/KalmanYeger,KalmanYeger,https://www.instagram.com/kalmanyeger/,kalmanyeger,https://council.nyc.gov/district-44,Kyeger@council.nyc.gov,4424 16th Avenue,Brooklyn,NY,11204,718-853-2704/2068,718-853-3858,250 Broadway - 17th Floor - Suite 1738,New York,NY,10007,212-788-7357,,AAAAAOXGpOw=,2017-12-05T15:39:44.397
7785,B5426E00-4785-4136-B1E4-36CC31FA8609,45,NYCC45,Farah,Louis,Female,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-45.jpg,https://www.facebook.com/FarahFor45/,https://twitter.com/CMFarahLouis,CMFarahLouis,https://www.instagram.com/cmfarahlouis/,cmfarahlouis,https://council.nyc.gov/district-45,,,,,,,,,,,,,,AAAAAOXXqXM=,2019-05-15T15:47:53.977
7571,8B68E8CA-3FBC-4B04-B09A-E38188553061,45,NYCC45,Jumaane,Williams,Male,Council Member,Democrat,0,,https://www.facebook.com/jumaane.williamscouncil,https://twitter.com/JumaaneWilliams,JumaaneWilliams,https://www.instagram.com/jumaane.williams/,jumaane.williams,https://council.nyc.gov/district-45,Jwilliams@council.nyc.gov,4517 Avenue D,Brooklyn,NY,11203,718-629-2900,718-451-2136,250 Broadway - 17th Floor - Suite 1734,New York,NY,10007,212-788-6859,,AAAAAOXI+nQ=,2015-08-25T15:57:04.463
7635,86280730-291C-4A92-B38A-39732B15C721,46,NYCC46,Alan,Maisel,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-46.jpg,https://www.facebook.com/Alan-Maisel-101012230083901,,,,,https://council.nyc.gov/district-46,AMaisel@council.nyc.gov,2424 Ralph Avenue,Brooklyn,NY,11234,718-241-9330,718-531-1600,250 Broadway - 15th Floor - Suite 1538,New York,NY,10007,212-788-7286,,AAAAAOXMjxA=,2015-08-25T15:57:04.463
7641,DC444FB1-063F-47C9-AA06-15D39C063794,47,NYCC47,Mark,Treyger,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-47.jpg,https://www.facebook.com/CouncilMemberTreyger,https://twitter.com/marktreyger718,marktreyger718,https://www.instagram.com/marktreyger/,marktreyger,https://council.nyc.gov/district-47,Mtreyger@council.nyc.gov,"445 Neptune Ave. (Community Rm 2C)	
Phone (718) 373-9673
Fax (718) 373-0195

2015 Stillwell Avenue, 11223
Phone (718) 307-7151
Fax (718) 996-1300",Brooklyn,NY,11224,718-373-9673,718-373-0195,250 Broadway - 17th Floor - Suite 1785,New York,NY,1785,212-788-7045,,AAAAAOXnJhc=,2015-08-25T15:57:04.463
7629,4DA5F7B1-900F-4C5B-93D5-B63877028FCB,48,NYCC48,Chaim,Deutsch,Male,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-48.jpg,https://www.facebook.com/people/Councilman-Chaim-Deutsch/100004765095752,https://twitter.com/ChaimDeutsch,ChaimDeutsch,https://www.instagram.com/councilmanchaimdeutsch/,councilmanchaimdeutsch,https://council.nyc.gov/district-48,Cdeutsch@council.nyc.gov,"2401 Avenue U, 1st Floor",Brooklyn,NY,11229,718-368-9176,718-368-9160,250 Broadway - 18th Floor - Suite 1820,New York,NY,10007,212-788-7360,,AAAAAOXMjqw=,2015-08-25T15:57:04.463
7568,C317D34A-DE7A-48A1-9B43-207A1027D6A1,49,NYCC49,Deborah,Rose,Female,Council Member,Democrat,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-49.jpg,https://www.facebook.com/CouncilwomanDebiRose,https://twitter.com/CMDebiRose,CMDebiRose,https://www.instagram.com/debirose821/,debirose821,https://council.nyc.gov/district-49,Drose@council.nyc.gov,"130 Stuyvesant Place, 6th Fl.",Staten Island,NY,10301,718-556-7370,718-556-7389,250 Broadway - 18th Floor - Suite 1875,New York,NY,10007,212-788-6972,,AAAAAOXMuAY=,2015-08-25T15:57:04.463
5953,CD3E8011-2684-4D72-8FDC-57376390066D,50,NYCC50,Steven,Matteo,Male,Minority Leader,Republican,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-50.jpg,https://www.facebook.com/StevenMatteoSI,https://twitter.com/StevenMatteo,StevenMatteo,https://www.instagram.com/stevenmatteonyc/,stevenmatteonyc,https://council.nyc.gov/district-50,Smatteo@council.nyc.gov,"900 South Avenue, Suite 403",Staten Island,NY,10314,718-980-1017,718-980-1051,250 Broadway - 15th Floor - Suite 1553,New York,NY,10007,212-788-7390,,AAAAAOWHrx4=,2015-08-25T15:57:04.463
7264,A63935D2-3C49-446D-BEA6-AF61920B9DC5,51,NYCC51,Joe,Borelli,Male,Minority Whip,Republican,1,https://raw.githubusercontent.com/NewYorkCityCouncil/districts/master/thumbnails/district-51.jpg,https://www.facebook.com/joe.borelli,https://twitter.com/joeborellinyc,joeborellinyc,https://www.instagram.com/joeborellinyc/,joeborellinyc,https://council.nyc.gov/district-51,JBorelli@council.nyc.gov,"2955 Veterans Road West, 2E",Staten Island,NY,10309,718-984-5151,718-948-1592,250 Broadway - 15th Floor - Suite 1551,New York,NY,10007,212-788-6989,,AAAAAOWHils=,2015-08-25T15:57:04.463
