Id,Guid,MemberId,FirstName,LastName,FullName,CommitteeId,CommitteeName,CommitteeActive,MemberTypeId,Title,MemberActive,StartDate,EndDate,Version,LastUpdatedUTC
3974,AC1DF408-EFEB-4D3B-8BB6-3AD4CCBE03AB,7623,Inez D.,Barron,Inez D. Barron,14,Committee on Health,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8i0g=,2018-01-11T21:37:56.34
3975,D5AA0A4E-3E90-4E90-9900-44276FE90C89,7113,Mathieu,Eugene,Mathieu Eugene,14,Committee on Health,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8i0w=,2018-01-11T21:38:20.26
3976,66EB46C9-CDE0-4724-B6A3-713919245268,7741,Keith,Powers,Keith Powers ,14,Committee on Health,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8i1A=,2018-01-11T21:38:49.963
4227,30BD98C0-0115-4EBB-A213-0EBC539DE37C,7624,Andrew,Cohen,Andrew Cohen,14,Committee on Health,True,3,Committee member,True,2019-04-10T00:00:00,2021-12-31T00:00:00,AAAAAOXMiwU=,2019-04-09T17:27:29.747
4228,30443767-638A-4B7D-BE58-F587272708A3,7746,Robert F.,Holden,Robert F. Holden,14,Committee on Health,True,3,Committee member,True,2019-04-10T00:00:00,2021-12-31T00:00:00,AAAAAOXMiwc=,2019-04-09T17:28:07.25
3979,E17CC47F-1620-49B2-9260-35C20F24A20E,7623,Inez D.,Barron,Inez D. Barron,15,Committee on Higher Education,True,1,Chairperson,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8jp8=,2018-01-11T22:00:23.323
3980,AE8EE48A-9399-4466-8967-BB3B219593BF,7628,Laurie A.,Cumbo,Laurie A. Cumbo,15,Committee on Higher Education,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8jrw=,2018-01-11T22:00:52.15
3981,2225BD0A-0213-42D6-A0FD-E4A2F24C3CD7,7746,Robert F.,Holden,Robert F. Holden,15,Committee on Higher Education,True,3,Committee member,False,2018-01-11T00:00:00,2019-04-09T00:00:00,AAAAAOXMjug=,2018-01-11T22:01:21.623
3982,111BC82E-F03D-4C58-B861-0E17C9502FC9,7632,Ben,Kallos,Ben Kallos,15,Committee on Higher Education,True,3,Committee member,False,2018-01-11T00:00:00,2019-04-09T00:00:00,AAAAAOXMjuo=,2018-01-11T22:01:46.107
3983,BFDB02F8-775A-4265-AD51-4007646693A2,7541,Ydanis A.,Rodriguez,Ydanis A. Rodriguez,15,Committee on Higher Education,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8j0E=,2018-01-11T22:02:11
4240,9D5A2302-4820-48EF-9A72-BF314E213655,7613,Andy L.,King,Andy L. King,15,Committee on Higher Education,True,3,Committee member,False,2019-04-10T00:00:00,2019-06-13T00:00:00,AAAAAOXXE3I=,2019-04-09T18:34:37.383
4241,9DF5BD1A-2A89-4465-B0D8-8A49EE1B9C51,7635,Alan N.,Maisel,Alan N. Maisel,15,Committee on Higher Education,True,3,Committee member,True,2019-04-10T00:00:00,2021-12-31T00:00:00,AAAAAOXMjxE=,2019-04-09T18:35:16.793
4265,0B1D5A4A-454F-4DBD-8B78-E584AEF2DFCA,7510,Eric A.,Ulrich,Eric A. Ulrich,15,Committee on Higher Education,True,3,Committee member,True,2019-06-13T00:00:00,2021-12-31T00:00:00,AAAAAOXXFtw=,2019-06-13T18:07:10.66
3989,CCE42B93-4B54-4E12-ABFD-D090B42BB33E,7604,Robert E.,"Cornegy, Jr.","Robert E. Cornegy, Jr.",16,Committee on Housing and Buildings,True,3,Chairperson,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kao=,2018-01-12T16:14:15
3990,7A381739-0A94-4FE9-8007-F08FCE21FAE3,7561,Fernando,Cabrera,Fernando Cabrera ,16,Committee on Housing and Buildings,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8ka4=,2018-01-12T16:14:39.877
3991,1C060E7F-2E6C-4802-B695-BAB6734088D3,7562,Margaret S.,Chin,Margaret S. Chin,16,Committee on Housing and Buildings,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kbI=,2018-01-12T16:15:05.27
3992,27A8DFEF-FD3F-4FDF-A858-EC23C880C8AB,7630,Rafael L.,"Espinal, Jr.","Rafael L. Espinal, Jr.",16,Committee on Housing and Buildings,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kbY=,2018-01-12T16:15:31.053
3993,49778A5B-5F2F-4987-82B5-A64ABA80129E,7743,Mark,Gjonaj,Mark Gjonaj ,16,Committee on Housing and Buildings,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kbo=,2018-01-12T16:15:57.39
3994,CBE02DFC-1DC8-4A34-8EF7-AACC2C26FD19,7691,Barry,Grodenchik,Barry S. Grodenchik,16,Committee on Housing and Buildings,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kb4=,2018-01-12T16:16:21.963
3995,DB3DE19C-9A93-4CEB-890C-B29EF4B2CE21,430,Bill,Perkins,Bill Perkins,16,Committee on Housing and Buildings,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kcI=,2018-01-12T16:16:49.697
3996,F1D603CD-A83C-472C-B5B2-D5184F79E50F,7740,Carlina,Rivera,Carlina Rivera ,16,Committee on Housing and Buildings,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kcY=,2018-01-12T16:17:12.483
3997,50FB4C86-C38D-4998-AA1D-016B38122E0F,7639,Helen K.,Rosenthal,Helen K. Rosenthal,16,Committee on Housing and Buildings,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kco=,2018-01-12T16:17:34.44
3998,7F6BEF61-F885-45CB-90C3-5915DBF96958,7640,Ritchie J.,Torres,Ritchie J. Torres,16,Committee on Housing and Buildings,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kc4=,2018-01-12T16:18:00.75
3999,C9DBAF6E-FBD8-4055-A2B2-2ED06B4EAC32,7571,Jumaane D.,Williams,Jumaane D. Williams,16,Committee on Housing and Buildings,True,3,Committee member,False,2018-01-11T00:00:00,2019-03-19T00:00:00,AAAAAOXI/FQ=,2018-01-12T16:19:27.69
4266,7EEA330F-11CB-40F2-8EBA-377AF82D4802,7785,Farah,Louis,Farah N. Louis,16,Committee on Housing and Buildings,True,3,Committee member,True,2019-06-13T00:00:00,2021-12-31T00:00:00,AAAAAOXXE5M=,2019-06-13T18:18:10.62
4019,45072DD4-716C-4CBB-8E39-647181C6BD90,7714,Rafael,"Salamanca, Jr.","Rafael Salamanca, Jr.",17,Committee on Land Use,True,1,Chairperson,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kkg=,2018-01-12T16:42:42.033
4020,C2F29083-81CE-4606-A3AE-CE0CF4DF4107,7739,Adrienne,Adams,Adrienne E. Adams,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kkw=,2018-01-12T16:43:05.91
4021,1028360E-EF80-46C6-B514-D0E1A7FD0408,7623,Inez D.,Barron,Inez D. Barron,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8klA=,2018-01-12T16:44:06.22
4022,453F8A2F-382E-43BD-97F3-85DF356F1531,7627,Costa G.,Constantinides,Costa G. Constantinides,17,Committee on Land Use,True,3,Committee member,False,2018-01-11T00:00:00,2019-06-13T00:00:00,AAAAAOXXE7s=,2018-01-12T16:44:59.203
4023,01F55685-8D59-4122-B35C-35B5E781ADDC,7629,Chaim M.,Deutsch,Chaim M. Deutsch,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8klg=,2018-01-12T16:45:19.89
4024,EC92958F-4C3B-4185-87A0-A381409B4012,7744,Ruben,"Diaz, Sr.","Ruben Diaz, Sr.",17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8klw=,2018-01-12T16:45:44.703
4025,3FBB6167-1CEE-42F0-8B9D-4C8EB52F92D7,7622,Vanessa L.,Gibson,Vanessa L. Gibson,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kmA=,2018-01-12T16:46:05.203
4026,D24947E1-19DE-491E-A1DD-13FB109FDFEE,7691,Barry,Grodenchik,Barry S. Grodenchik,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kmU=,2018-01-12T16:46:27.64
4027,D071DCC0-6E94-4E5B-AE09-4603E88D56AC,7632,Ben,Kallos,Ben Kallos,17,Committee on Land Use,True,3,Committee member,False,2018-01-11T00:00:00,2019-04-09T00:00:00,AAAAAOXMtaU=,2018-01-12T16:46:47.11
4028,BA22C2FE-CDE7-448A-9757-825C99BF303A,7613,Andy L.,King,Andy L. King,17,Committee on Land Use,True,3,Committee member,False,2018-01-11T00:00:00,2019-10-29T00:00:00,AAAAAOXsAzo=,2018-01-12T16:47:08.813
4029,BB35EF83-DE05-49A9-A796-43168D762C63,7565,Peter A.,Koo,Peter A. Koo,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8knE=,2018-01-12T16:47:29.47
4030,56BA5E27-3595-44BC-B9FF-6A818D630394,7633,Rory I.,Lancman,Rory I. Lancman,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8knU=,2018-01-12T16:47:52.58
4031,CA065559-6211-47DB-B048-74C2C43F0FB6,7567,Stephen T.,Levin,Stephen T. Levin,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8knk=,2018-01-12T16:48:26.783
4032,13998CB8-0CF3-4CC2-BC7F-F986B2E2BF4C,7637,I. Daneek,Miller,I. Daneek Miller,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kn0=,2018-01-12T16:48:47.423
4033,6FB55B77-20FC-4270-B930-10E7A5599F8E,7745,Francisco P.,Moya,Francisco P. Moya,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8koE=,2018-01-12T16:49:16.41
4034,8483859C-AF84-4646-8642-DFAEA280F136,7638,Antonio,Reynoso,Antonio Reynoso,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8koU=,2018-01-12T16:49:38.88
4035,4E03292B-D4E3-4D1D-A5DE-BD15EACB6498,7617,Donovan J.,Richards,Donovan J. Richards,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kok=,2018-01-12T16:50:02.24
4036,5E05564E-5F8B-401C-9DB6-89012CDE571A,7740,Carlina,Rivera,Carlina Rivera ,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8ko0=,2018-01-12T16:50:27.8
4037,CBD9AF59-6AD0-4A78-B1F2-D0573293ADFE,7640,Ritchie J.,Torres,Ritchie J. Torres,17,Committee on Land Use,True,3,Committee member,False,2018-01-11T00:00:00,2019-06-13T00:00:00,AAAAAOXXE7k=,2018-01-12T16:50:49.833
4038,00C0398E-9C1E-498D-A285-76E3A1E75B92,7641,Mark,Treyger,Mark Treyger,17,Committee on Land Use,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8kpU=,2018-01-12T16:51:14.667
4073,62AC1A81-6167-4FDD-8460-1FCAE0AF71DD,7617,Donovan J.,Richards,Donovan J. Richards,19,Committee on Public Safety,True,1,Chairperson,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k5E=,2018-01-12T17:49:07.173
4074,61BA6DC6-5BE7-4923-B0CD-4BB9C6EDD173,7748,Justin L.,Brannan,Justin L. Brannan,19,Committee on Public Safety,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k5U=,2018-01-12T17:49:27.753
4075,8BDE1CA9-A389-422B-A765-193BBD8EB56E,7561,Fernando,Cabrera,Fernando Cabrera ,19,Committee on Public Safety,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k5k=,2018-01-12T17:49:49.137
4076,7F50583A-5A0B-42D6-B4C8-4C86C091FB1F,7624,Andrew,Cohen,Andrew Cohen,19,Committee on Public Safety,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k50=,2018-01-12T17:50:12.61
4077,1355C333-9001-45EC-8387-09DB132C9B68,7629,Chaim M.,Deutsch,Chaim M. Deutsch,19,Committee on Public Safety,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k6E=,2018-01-12T17:50:34.347
4078,F2CF93DC-DA17-46E6-8DEE-01433E7ED1C5,7622,Vanessa L.,Gibson,Vanessa L. Gibson,19,Committee on Public Safety,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k6U=,2018-01-12T17:50:55.16
4079,C9DF9F9E-14F4-4E5F-B0CA-D421F4051AFB,7633,Rory I.,Lancman,Rory I. Lancman,19,Committee on Public Safety,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k6k=,2018-01-12T17:51:18.107
4080,6C7E1619-4784-468C-B2E3-6C557392E3F8,7636,Carlos,Menchaca,Carlos Menchaca,19,Committee on Public Safety,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k60=,2018-01-12T17:51:51.373
4081,D81CE79C-8E48-49C5-BBBD-1A9BBD773E83,7637,I. Daneek,Miller,I. Daneek Miller,19,Committee on Public Safety,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k7E=,2018-01-12T17:52:14.567
4082,566FA66A-0081-4734-85FB-8A54E27C2639,7741,Keith,Powers,Keith Powers ,19,Committee on Public Safety,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k7U=,2018-01-12T17:52:38.44
4083,69A77ED1-3889-42DB-9FEC-E39FC09B6DC0,7541,Ydanis A.,Rodriguez,Ydanis A. Rodriguez,19,Committee on Public Safety,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k7k=,2018-01-12T17:53:23.46
4084,7BB84A76-0F2E-4A81-B076-5C1477071893,7642,Paul A.,Vallone,Paul A. Vallone,19,Committee on Public Safety,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k70=,2018-01-12T17:53:43.617
4085,5381F017-A3AC-4CA7-829F-CD8C5805A795,7571,Jumaane D.,Williams,Jumaane D. Williams,19,Committee on Public Safety,True,3,Committee member,False,2018-01-11T00:00:00,2019-03-19T00:00:00,AAAAAOXI/Fg=,2018-01-12T17:54:03.853
4245,2C9F3597-4BF2-4C0C-BDD4-D414BD8C0732,7739,Adrienne,Adams,Adrienne E. Adams,19,Committee on Public Safety,True,3,Committee member,True,2019-04-10T00:00:00,2021-12-31T00:00:00,AAAAAOXMt0U=,2019-04-10T14:27:22.377
3836,61770D28-C6FC-4E48-B6BC-23EC5B9390F6,7633,Rory I.,Lancman,Rory I. Lancman,20,"Committee on Rules, Privileges and Elections",True,1,Chairperson,False,2018-01-03T00:00:00,2018-01-11T00:00:00,AAAAAOV8k9I=,2018-01-02T20:52:44.96
3837,6B215683-3B96-41C8-ACDC-E1F09317211C,7739,Adrienne,Adams,Adrienne E. Adams,20,"Committee on Rules, Privileges and Elections",True,3,Committee member,False,2018-01-03T00:00:00,2018-01-11T00:00:00,AAAAAOV8k9Y=,2018-01-02T20:54:31.867
3838,242B32D9-D670-4008-8783-0732834EC21E,7562,Margaret S.,Chin,Margaret S. Chin,20,"Committee on Rules, Privileges and Elections",True,3,Committee member,True,2018-01-03T00:00:00,2021-12-31T00:00:00,AAAAAOV7kxo=,2018-01-02T20:55:20.383
3839,091DE8F4-A9FA-4701-919D-122D048425C3,7604,Robert E.,"Cornegy, Jr.","Robert E. Cornegy, Jr.",20,"Committee on Rules, Privileges and Elections",True,3,Committee member,False,2018-01-03T00:00:00,2019-04-09T00:00:00,AAAAAOXMt08=,2018-01-02T20:55:53.71
3840,E1F30FEE-502E-4CDC-A020-10EE48E2FE5A,7630,Rafael L.,"Espinal, Jr.","Rafael L. Espinal, Jr.",20,"Committee on Rules, Privileges and Elections",True,3,Committee member,True,2018-01-03T00:00:00,2021-12-31T00:00:00,AAAAAOV7kxw=,2018-01-02T20:56:23.587
3841,B4A2D8B2-1B6E-45CF-B4B4-D55A88D3DED3,7622,Vanessa L.,Gibson,Vanessa L. Gibson,20,"Committee on Rules, Privileges and Elections",True,3,Committee member,True,2018-01-03T00:00:00,2021-12-31T00:00:00,AAAAAOV7kx0=,2018-01-02T20:56:54.837
3842,3A7FE829-9469-481D-A532-01ED2A47FCD8,7631,Corey D.,Johnson,Corey D. Johnson,20,"Committee on Rules, Privileges and Elections",True,5,Committee member,True,2018-01-03T00:00:00,2021-12-31T00:00:00,AAAAAOV8k9g=,2018-01-02T20:57:21.23
3843,172DCA31-F8E4-48C2-8563-89816DC9A9FF,386,Karen,Koslowitz,Karen Koslowitz,20,"Committee on Rules, Privileges and Elections",True,3,Committee member,False,2018-01-03T00:00:00,2018-01-11T00:00:00,AAAAAOV8k9o=,2018-01-02T20:57:53.323
3844,D769A0DC-E3B6-450C-AAD0-238D0C523D36,5953,Steven,Matteo,Steven Matteo,20,"Committee on Rules, Privileges and Elections",True,3,Committee member,True,2018-01-03T00:00:00,2021-12-31T00:00:00,AAAAAOV7kyA=,2018-01-02T20:58:27.637
3845,14BA6399-7E62-4615-B6DB-E5C778DE056E,7640,Ritchie J.,Torres,Ritchie J. Torres,20,"Committee on Rules, Privileges and Elections",True,3,Committee member,True,2018-01-03T00:00:00,2021-12-31T00:00:00,AAAAAOV7kyE=,2018-01-02T20:59:01.997
3846,8D705B09-024B-410F-A322-CCBAFF43430A,7641,Mark,Treyger,Mark Treyger,20,"Committee on Rules, Privileges and Elections",True,3,Committee member,True,2018-01-03T00:00:00,2021-12-31T00:00:00,AAAAAOV7kyI=,2018-01-02T20:59:59.31
4086,FD8EFF8E-C464-4671-9213-C4B65D4F7DCC,386,Karen,Koslowitz,Karen Koslowitz,20,"Committee on Rules, Privileges and Elections",True,1,Chairperson,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k8w=,2018-01-12T17:56:55.55
4087,BEBDF858-F62C-4A1B-B40B-BC8F0C12846E,7739,Adrienne,Adams,Adrienne E. Adams,20,"Committee on Rules, Privileges and Elections",True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k9w=,2018-01-12T18:01:47.74
4088,68A20FD3-323E-4192-86FA-15C50B18D2D0,7633,Rory I.,Lancman,Rory I. Lancman,20,"Committee on Rules, Privileges and Elections",True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8k+A=,2018-01-12T18:02:23.32
4246,38165C07-C11A-4819-9787-F73A16896D4A,7568,Deborah L.,Rose,Deborah L. Rose,20,"Committee on Rules, Privileges and Elections",True,3,Committee member,True,2019-04-10T00:00:00,2021-12-31T00:00:00,AAAAAOXMt1E=,2019-04-10T14:30:00.987
4099,9B32B35E-7031-4D00-A6C7-8D7E5D739904,5953,Steven,Matteo,Steven Matteo,21,Committee on Standards and Ethics,True,1,Chairperson,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lDA=,2018-01-12T18:14:43.85
4100,D8472E91-5DE1-4BD1-942E-3A25DECABFDC,7562,Margaret S.,Chin,Margaret S. Chin,21,Committee on Standards and Ethics,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lDQ=,2018-01-12T18:15:07.897
4101,0E8EDD43-9937-4404-8C71-40C6CE3B476B,7622,Vanessa L.,Gibson,Vanessa L. Gibson,21,Committee on Standards and Ethics,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lDg=,2018-01-12T18:15:28.82
4102,8FDED9BC-20AF-46A2-A11E-DF2761FB5B24,386,Karen,Koslowitz,Karen Koslowitz,21,Committee on Standards and Ethics,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lDw=,2018-01-12T18:15:49.083
4103,1F2F35B5-E6C0-42DD-8B6C-68AC60AE8178,7567,Stephen T.,Levin,Stephen T. Levin,21,Committee on Standards and Ethics,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lEA=,2018-01-12T18:16:16.81
4104,29599A3B-F079-4523-A98F-D5660C500A90,7624,Andrew,Cohen,Andrew Cohen,22,Committee on State and Federal Legislation,True,1,Chairperson,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lEs=,2018-01-12T18:18:47.927
4105,35192C30-E6B4-4596-97A2-C7B9FEC8BB51,7604,Robert E.,"Cornegy, Jr.","Robert E. Cornegy, Jr.",22,Committee on State and Federal Legislation,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lE8=,2018-01-12T18:19:09.397
4106,2A8F8A42-AD01-4580-A6BC-D3F0649C38C6,7630,Rafael L.,"Espinal, Jr.","Rafael L. Espinal, Jr.",22,Committee on State and Federal Legislation,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lFM=,2018-01-12T18:19:32.943
4107,3A79BEB4-AF81-4B34-B9EE-B02431383A2B,386,Karen,Koslowitz,Karen Koslowitz,22,Committee on State and Federal Legislation,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lFc=,2018-01-12T18:19:56.32
4108,42F87C5D-9F13-47CF-A30A-35AC187E2FE7,7541,Ydanis A.,Rodriguez,Ydanis A. Rodriguez,22,Committee on State and Federal Legislation,True,3,Committee member,False,2018-01-11T00:00:00,2019-06-13T00:00:00,AAAAAOXXFFU=,2018-01-12T18:20:18.82
4275,00F95677-6173-4C43-9B32-77ADBD2141B1,7613,Andy L.,King,Andy L. King,22,Committee on State and Federal Legislation,True,3,Committee member,False,2019-06-13T00:00:00,2019-10-29T00:00:00,AAAAAOXsBgc=,2019-06-13T18:48:41.553
4300,18BC9A3C-11E1-4B26-A202-5354FC392471,7563,Daniel,Dromm,Daniel Dromm ,22,Committee on State and Federal Legislation,True,3,Committee member,True,2019-10-30T00:00:00,2021-12-31T00:00:00,AAAAAOXsBgM=,2019-10-30T18:14:03.387
4139,AD34FEAC-9BCA-4CEE-863A-8D804970A189,7568,Deborah L.,Rose,Deborah L. Rose,24,Committee on Youth Services,True,1,Chairperson,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lSY=,2018-01-12T18:45:54.787
4140,E5458191-6C90-4F50-9980-CE9296EFB293,7748,Justin L.,Brannan,Justin L. Brannan,24,Committee on Youth Services,True,3,Committee member,False,2018-01-11T00:00:00,2019-06-13T00:00:00,AAAAAOXXFIg=,2018-01-12T18:46:19.883
4141,28847801-67C9-43CA-B3F0-73825A127CF3,7562,Margaret S.,Chin,Margaret S. Chin,24,Committee on Youth Services,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lS4=,2018-01-12T18:46:41.37
4142,38CA2A46-CB2B-4755-844F-E26190E0BC47,7113,Mathieu,Eugene,Mathieu Eugene,24,Committee on Youth Services,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lTI=,2018-01-12T18:47:03.207
4143,D3A5634A-831E-4F73-A7E8-147B83371171,7613,Andy L.,King,Andy L. King,24,Committee on Youth Services,True,3,Committee member,False,2018-01-11T00:00:00,2019-10-29T00:00:00,AAAAAOXsBqw=,2018-01-12T18:47:26.177
4280,0E31B9B4-59E1-432F-9A72-1C4BCCAC27E2,7785,Farah,Louis,Farah N. Louis,24,Committee on Youth Services,True,3,Committee member,True,2019-06-13T00:00:00,2021-12-31T00:00:00,AAAAAOXXFIo=,2019-06-13T18:57:12.34
4302,AB09DA2D-B801-43BB-9301-77D2FF413DDD,430,Bill,Perkins,Bill Perkins,24,Committee on Youth Services,True,3,Committee member,True,2019-10-30T00:00:00,2021-12-31T00:00:00,AAAAAOXsBq4=,2019-10-30T18:24:22.737
4114,57C27CE4-21D5-4BED-AFD0-B761A637F893,7541,Ydanis A.,Rodriguez,Ydanis A. Rodriguez,29,Committee on Transportation,True,1,Chairperson,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lJE=,2018-01-12T18:26:32.51
4115,DD246A6B-1095-4A55-B750-2B366B3CA217,7561,Fernando,Cabrera,Fernando Cabrera ,29,Committee on Transportation,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lJU=,2018-01-12T18:26:50.65
4116,297E64DF-B492-4133-9784-A04BEAFEF297,7627,Costa G.,Constantinides,Costa G. Constantinides,29,Committee on Transportation,True,3,Committee member,False,2018-01-11T00:00:00,2019-04-09T00:00:00,AAAAAOXMt30=,2018-01-12T18:27:13.543
4117,C66A9726-EFB1-48E8-AA66-1A81DAE67395,7629,Chaim M.,Deutsch,Chaim M. Deutsch,29,Committee on Transportation,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lJ0=,2018-01-12T18:27:36.093
4118,B4804600-0803-4909-9299-410582E01000,7744,Ruben,"Diaz, Sr.","Ruben Diaz, Sr.",29,Committee on Transportation,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lKE=,2018-01-12T18:28:03.483
4119,20F8DA7E-273F-460B-9687-43E8EBEC5CFB,7630,Rafael L.,"Espinal, Jr.","Rafael L. Espinal, Jr.",29,Committee on Transportation,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lKU=,2018-01-12T18:28:24.77
4120,08EF67E9-B295-40BB-BDCD-0ECE822875A2,7565,Peter A.,Koo,Peter A. Koo,29,Committee on Transportation,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lKk=,2018-01-12T18:28:46.367
4121,00A0A68A-2E6F-4403-B390-36994B6480FC,7567,Stephen T.,Levin,Stephen T. Levin,29,Committee on Transportation,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lK0=,2018-01-12T18:29:10.947
4122,6B29B83D-7E9D-4CE2-B20E-22A02CAA577B,7634,Mark,Levine,Mark Levine,29,Committee on Transportation,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lLE=,2018-01-12T18:29:34.54
4123,B8268995-5225-402C-96CA-A9C23679C40A,7636,Carlos,Menchaca,Carlos Menchaca,29,Committee on Transportation,True,3,Committee member,True,2018-01-11T00:00:00,2021-12-31T00:00:00,AAAAAOV8lLU=,2018-01-12T18:29:58.717
